year,month,day,dep_time,dep_delay,arr_time,arr_delay,carrier,tailnum,flight,origin,dest,air_time,distance,hour,minute
2013,10,12,613,13,923,0,UA,N555UA,303,JFK,SFO,347,2586,6,13
2013,4,18,1439,29,1649,6,DL,N361NB,2043,JFK,ATL,104,760,14,39
2013,4,13,1153,-7,1442,-23,AA,N336AA,3,JFK,LAX,333,2475,11,53
2013,3,27,1122,-13,1321,-9,MQ,N735MQ,4553,LGA,CLE,66,419,11,22
2013,1,12,1818,-2,1922,-16,DL,N315NB,2155,LGA,PWM,42,269,18,18
2013,11,27,1721,21,2056,45,B6,N658JB,1601,JFK,FLL,181,1069,17,21
2013,7,30,1759,-1,1934,-28,UA,N38467,1187,EWR,CLE,66,404,17,59
2013,2,27,656,-4,946,-21,UA,N33294,1636,EWR,PBI,151,1023,6,56
2013,12,21,1727,-3,2039,-33,DL,N710TW,434,JFK,SFO,346,2586,17,27
2013,8,17,1820,0,2109,-25,DL,N996DL,83,JFK,MIA,145,1089,18,20
2013,12,15,1732,2,2016,-34,AA,N3GAAA,1185,LGA,DFW,194,1389,17,32
2013,5,2,1823,20,1954,7,UA,N466UA,734,EWR,ORD,114,719,18,23
2013,7,28,1619,-6,1851,36,MQ,N713MQ,3411,LGA,RDU,70,431,16,19
2013,8,26,748,-7,929,-26,MQ,N713MQ,3478,LGA,DTW,81,502,7,48
2013,10,11,1549,114,1714,92,EV,N16963,4100,EWR,MEM,129,946,15,49
2013,1,20,651,-2,1022,45,UA,N39463,1506,EWR,LAS,356,2227,6,51
2013,7,27,1513,-2,1820,4,DL,N915DL,2181,LGA,MCO,135,950,15,13
2013,1,29,759,-1,1133,-7,WN,N961WN,1558,EWR,PHX,314,2133,7,59
2013,10,7,1058,-2,1342,1,DL,N550NW,1647,LGA,ATL,113,762,10,58
2013,11,30,628,-2,910,9,DL,N384DA,479,JFK,ATL,122,760,6,28
2013,7,16,1056,-4,1231,1,WN,N480WN,3297,LGA,BNA,100,764,10,56
2013,4,14,1434,5,1732,-11,DL,N331NW,2175,LGA,MIA,155,1096,14,34
2013,8,28,1335,-3,1622,-12,B6,N552JB,213,JFK,LGB,311,2465,13,35
2013,12,23,708,-2,821,-19,B6,N794JB,2702,JFK,BUF,56,301,7,8
2013,6,21,1254,-6,1506,-13,EV,N741EV,5148,EWR,ATL,109,746,12,54
2013,2,7,1131,2,1438,1,B6,N605JB,133,JFK,RSW,165,1074,11,31
2013,11,11,2012,37,2137,5,EV,N708EV,5287,LGA,MSN,128,812,20,12
2013,2,15,1724,25,2106,31,UA,N36447,1237,EWR,SAT,245,1569,17,24
2013,8,24,2023,-7,2255,-37,UA,N801UA,221,EWR,AUS,178,1504,20,23
2013,12,25,1932,17,2223,12,DL,N977DL,2159,JFK,MCO,135,944,19,32
2013,1,9,2229,-1,258,-15,B6,N568JB,713,JFK,SJU,190,1598,22,29
2013,1,9,1631,-4,1810,-6,UA,N38727,17,EWR,CLE,80,404,16,31
2013,3,17,1644,-6,1752,-28,AA,N3ACAA,1790,JFK,BOS,37,187,16,44
2013,7,9,1059,-1,1242,-11,EV,N538CA,5545,EWR,DTW,81,488,10,59
2013,5,18,846,-4,1025,0,MQ,N850MQ,4406,JFK,RDU,68,427,8,46
2013,3,11,1451,-5,1653,-19,EV,N11137,4181,EWR,MCI,162,1092,14,51
2013,10,26,1603,3,1830,4,9E,N931XJ,3347,JFK,DTW,109,509,16,3
2013,2,3,1428,-2,1810,-5,DL,N722TW,2126,JFK,SFO,360,2586,14,28
2013,7,1,1414,158,1619,161,YV,N935LR,2807,LGA,CLT,85,544,14,14
2013,5,28,811,-4,956,-12,US,N162UW,1101,EWR,CLT,79,529,8,11
2013,4,8,1949,-11,2056,-17,US,N945UW,2142,LGA,BOS,34,184,19,49
2013,6,19,2028,-2,2141,-30,9E,N8751D,4127,JFK,IAD,44,228,20,28
2013,10,1,1542,13,1835,-12,UA,N78524,1246,EWR,SFO,329,2565,15,42
2013,9,4,909,-3,1016,-9,B6,N279JB,208,JFK,PWM,49,273,9,9
2013,4,30,1748,6,2023,-32,UA,N75851,1165,EWR,LAX,313,2454,17,48
2013,11,12,655,-5,806,-3,US,N770UW,2169,LGA,DCA,50,214,6,55
2013,2,19,630,-5,941,-11,UA,N15712,1276,EWR,AUS,232,1504,6,30
2013,1,1,1711,21,1820,14,EV,N15986,4194,EWR,BTV,48,266,17,11
2013,4,18,800,-11,1011,3,EV,N13979,5790,EWR,DAY,77,533,8,0
2013,3,17,1944,12,2253,3,UA,N37468,1471,EWR,RSW,158,1068,19,44
2013,9,19,1205,0,1354,-24,UA,N34282,1625,EWR,DEN,211,1605,12,5
2013,3,15,1843,50,2112,28,B6,N552JB,527,EWR,MCO,128,937,18,43
2013,9,23,1742,7,2012,2,UA,N37408,1580,EWR,LAS,297,2227,17,42
2013,12,3,1837,3,2216,7,UA,N35260,1495,EWR,SFO,369,2565,18,37
2013,12,5,1444,-1,1800,-9,UA,N595UA,841,JFK,LAX,352,2475,14,44
2013,3,10,1552,-3,1826,16,WN,N904WN,960,EWR,DEN,214,1605,15,52
2013,6,19,1156,-4,1344,11,UA,N805UA,255,LGA,ORD,109,733,11,56
2013,5,17,958,-2,1312,-17,DL,N717TW,1765,JFK,SFO,338,2586,9,58
2013,3,29,1738,-2,1914,-11,WN,N921WN,3428,EWR,STL,126,872,17,38
2013,9,12,1429,44,1841,101,AA,N3KEAA,1073,LGA,MIA,159,1096,14,29
2013,7,4,1108,-2,1358,-9,B6,N659JB,1129,JFK,RSW,154,1074,11,8
2013,1,28,846,3,1149,34,EV,N14953,4388,EWR,JAX,123,820,8,46
2013,11,5,1851,-9,2048,13,UA,N401UA,693,LGA,ORD,127,733,18,51
2013,4,21,1603,8,1810,-5,WN,N457WN,659,EWR,DEN,223,1605,16,3
2013,10,28,1400,1,1634,-20,AA,N3BWAA,1151,LGA,DFW,198,1389,14,0
2013,4,11,2122,7,2339,-14,B6,N656JB,97,JFK,DEN,221,1626,21,22
2013,1,2,2031,-4,2353,11,B6,N273JB,629,JFK,HOU,244,1428,20,31
2013,5,13,2219,119,8,83,MQ,N519MQ,4662,LGA,ATL,92,762,22,19
2013,12,23,1705,5,2039,0,UA,N510UA,512,JFK,SFO,356,2586,17,5
2013,7,23,1406,11,1720,90,MQ,N9EAMQ,3567,LGA,CLT,77,544,14,6
2013,5,20,943,-2,1041,-39,WN,N223WN,1720,LGA,MKE,104,738,9,43
2013,1,28,1136,11,1446,7,B6,N794JB,673,JFK,LAX,341,2475,11,36
2013,2,26,1651,1,1821,-34,WN,N292WN,1904,LGA,STL,125,888,16,51
2013,11,21,1652,-8,1850,-23,9E,N8960A,3932,EWR,CVG,97,569,16,52
2013,4,21,1116,46,1431,36,UA,N490UA,221,EWR,SFO,340,2565,11,16
2013,6,15,2040,-5,2243,-30,B6,N339JB,115,JFK,MSY,153,1182,20,40
2013,8,12,600,0,819,4,FL,N169AT,347,LGA,ATL,112,762,6,0
2013,4,10,1805,15,1916,3,B6,N556JB,1016,JFK,BOS,34,187,18,5
2013,5,5,1922,-3,2213,-42,DL,N3749D,1643,JFK,SEA,288,2422,19,22
2013,10,30,749,-10,1045,-4,AA,N3GNAA,1111,LGA,DFW,209,1389,7,49
2013,1,22,1551,1,1931,6,DL,N689DL,1773,JFK,SLC,302,1990,15,51
2013,8,20,1150,-5,1317,7,MQ,N504MQ,3461,LGA,BNA,109,764,11,50
2013,7,22,654,-1,1033,-28,DL,N6706Q,315,JFK,SJU,197,1598,6,54
2013,6,23,1405,10,1642,-4,UA,N76516,1183,EWR,PBI,142,1023,14,5
2013,1,1,1949,50,2237,44,B6,N640JB,711,JFK,LAS,309,2248,19,49
2013,6,4,748,-7,933,-17,US,N150UW,1733,LGA,CLT,83,544,7,48
2013,10,4,651,94,917,80,UA,N553UA,252,EWR,IAH,176,1400,6,51
2013,7,21,1409,10,1726,2,DL,N722TW,1565,JFK,SFO,347,2586,14,9
2013,11,22,1938,8,2221,-9,DL,N953DL,1485,LGA,MCO,130,950,19,38
2013,2,20,1456,-4,1821,-4,AA,N3HSAA,1925,LGA,MIA,156,1096,14,56
2013,6,10,1902,37,2025,16,EV,N730EV,5207,LGA,BGR,58,378,19,2
2013,8,27,849,-1,1226,-25,DL,N380DA,301,JFK,SJU,192,1598,8,49
2013,6,16,1638,26,1834,16,EV,N11165,4667,EWR,MSP,157,1008,16,38
2013,5,29,1905,10,2045,-14,US,N150UW,1491,LGA,CLT,79,544,19,5
2013,2,16,2030,65,2146,63,9E,N8800G,4127,JFK,IAD,46,228,20,30
2013,6,30,1622,27,1931,31,DL,N395DN,1753,JFK,MCO,141,944,16,22
2013,1,22,1844,75,2020,78,EV,N10156,4480,EWR,PIT,61,319,18,44
2013,10,7,1006,-4,1145,-13,EV,N371CA,5208,LGA,RIC,50,292,10,6
2013,4,26,1557,-3,1724,4,AA,N3AKAA,854,JFK,BOS,35,187,15,57
2013,11,22,1445,-5,1545,-31,9E,N8946A,2940,JFK,BWI,38,184,14,45
2013,4,28,858,-2,1057,-18,DL,N310NW,181,LGA,DTW,83,502,8,58
2013,2,14,1925,-5,2110,-41,9E,N8694A,3798,JFK,CLT,90,541,19,25
2013,10,7,1403,8,1652,13,UA,N834UA,431,EWR,DFW,200,1372,14,3
2013,6,11,2352,-7,337,-8,B6,N563JB,701,JFK,SJU,208,1598,23,52
2013,4,28,745,-4,1016,-24,UA,N492UA,536,EWR,DFW,196,1372,7,45
2013,4,2,951,-8,1144,-16,US,N742PS,1277,LGA,CLT,86,544,9,51
2013,4,20,1453,-1,1559,-9,EV,N13975,4199,EWR,IAD,49,212,14,53
2013,9,27,1904,-6,2201,-14,AA,N332AA,21,JFK,LAX,311,2475,19,4
2013,1,23,824,-5,944,-11,EV,N12564,3259,EWR,PWM,53,284,8,24
2013,11,24,950,0,1123,0,FL,N922AT,160,LGA,CAK,69,397,9,50
2013,2,28,1012,-3,1306,-34,US,N651AW,75,EWR,PHX,275,2133,10,12
2013,11,5,613,-2,804,-14,US,N186US,1989,EWR,CLT,88,529,6,13
2013,1,3,1846,36,2035,50,MQ,N739MQ,4484,LGA,BNA,148,764,18,46
2013,1,13,1317,-7,1550,-34,B6,N594JB,505,EWR,FLL,139,1065,13,17
2013,7,21,1025,26,1245,20,B6,N608JB,411,JFK,LAS,292,2248,10,25
2013,3,18,639,-6,906,20,US,N182UW,1281,EWR,CLT,90,529,6,39
2013,4,21,1940,0,2143,1,EV,N16987,4622,EWR,GRR,96,605,19,40
2013,9,24,755,-4,906,-28,AA,N468AA,307,LGA,ORD,106,733,7,55
2013,2,8,716,-4,927,7,EV,N14558,4246,EWR,DTW,88,488,7,16
2013,12,10,2134,34,2246,7,EV,N710EV,5451,LGA,RIC,55,292,21,34
2013,4,25,1543,-2,1724,12,9E,N8543F,3580,JFK,BWI,37,184,15,43
2013,3,24,1605,23,1907,33,UA,N33292,1262,EWR,MCO,150,937,16,5
2013,10,8,742,-10,939,-35,UA,N579UA,561,LGA,DEN,215,1620,7,42
2013,8,13,1016,196,1210,190,9E,N8936A,3879,EWR,CVG,93,569,10,16
2013,9,20,813,-2,1039,-1,DL,N338NB,914,LGA,DEN,226,1620,8,13
2013,9,24,1808,-2,1942,-3,WN,N248WN,1368,LGA,BNA,112,764,18,8
2013,6,5,1339,10,1442,-3,EV,N11194,4281,EWR,BTV,43,266,13,39
2013,11,18,1251,-8,1442,-19,US,N563UW,1791,LGA,CLT,90,544,12,51
2013,1,28,846,-14,1103,-32,DL,N308DE,485,EWR,ATL,117,746,8,46
2013,3,6,1452,7,1801,-18,DL,N722TW,963,JFK,LAX,341,2475,14,52
2013,7,31,1205,-5,1335,-15,AA,N548AA,329,LGA,ORD,105,733,12,5
2013,8,15,755,-5,1003,-16,9E,N604LR,3507,JFK,MSY,166,1182,7,55
2013,8,5,1742,7,2054,7,UA,N36469,1266,EWR,LAX,327,2454,17,42
2013,1,19,2028,-1,2122,-17,EV,N14907,4695,EWR,MHT,36,209,20,28
2013,4,1,825,-5,1045,-23,DL,N960DL,269,JFK,ATL,119,760,8,25
2013,12,24,1208,13,1403,8,MQ,N518MQ,3616,LGA,MSP,148,1020,12,8
2013,6,21,1004,-9,1147,-28,EV,N14204,4255,EWR,CHS,87,628,10,4
2013,7,17,714,10,943,-21,UA,N79402,1103,EWR,PDX,312,2434,7,14
2013,6,17,959,-1,1312,-7,DL,N702TW,1765,JFK,SFO,350,2586,9,59
2013,6,7,1107,-7,1340,-9,B6,N606JB,523,EWR,MCO,138,937,11,7
2013,8,1,849,15,1045,13,B6,N247JB,219,JFK,CLT,86,541,8,49
2013,10,30,1619,-6,1907,-46,DL,N322US,1373,JFK,MIA,135,1089,16,19
2013,1,19,1756,-4,2048,-10,B6,N640JB,9,JFK,MCO,144,944,17,56
2013,6,8,1839,-1,2120,-12,DL,N3751B,1629,JFK,LAS,319,2248,18,39
2013,6,1,700,0,921,-31,UA,N464UA,272,EWR,MCO,121,937,7,0
2013,10,22,1545,0,1759,-6,WN,N7704B,3580,EWR,DEN,227,1605,15,45
2013,1,13,1253,-7,1417,10,US,N760US,2175,LGA,DCA,51,214,12,53
2013,10,6,638,-2,921,16,DL,N3739P,27,JFK,ATL,113,760,6,38
2013,7,31,1423,-2,1549,-5,B6,N306JB,2402,JFK,BUF,57,301,14,23
2013,12,13,1834,-1,2030,10,AA,N3KYAA,359,LGA,ORD,133,733,18,34
2013,12,20,630,0,755,10,EV,N15572,4533,EWR,BUF,54,282,6,30
2013,4,21,2339,54,45,46,B6,N316JB,128,JFK,BTV,43,266,23,39
2013,8,17,1833,-5,1949,-28,B6,N279JB,1202,JFK,BUF,54,301,18,33
2013,7,4,629,-1,836,-11,B6,N516JB,211,JFK,LAS,281,2248,6,29
2013,2,24,1908,-2,2212,-20,DL,N379DA,2159,JFK,MCO,139,944,19,8
2013,5,16,2131,36,23,24,UA,N475UA,425,EWR,FLL,138,1065,21,31
2013,1,21,1657,-8,2004,-4,B6,N547JB,143,JFK,PBI,159,1028,16,57
2013,9,16,1534,-4,1657,-1,EV,N16919,4580,EWR,MKE,112,725,15,34
2013,10,25,719,19,1036,16,UA,N554UA,821,JFK,SFO,332,2586,7,19
2013,11,9,816,16,1036,5,9E,N279PQ,2924,JFK,MSY,176,1182,8,16
2013,10,27,559,-1,955,12,B6,N661JB,1403,JFK,SJU,213,1598,5,59
2013,7,9,1822,47,2052,97,WN,N286WN,19,EWR,STL,118,872,18,22
2013,4,8,1123,-2,1333,28,AA,N4XFAA,327,LGA,ORD,125,733,11,23
2013,7,26,2355,-4,327,-13,B6,N651JB,839,JFK,BQN,194,1576,23,55
2013,2,13,1857,-3,2206,-9,DL,N335NW,2391,JFK,TPA,168,1005,18,57
2013,5,15,927,-5,1215,-21,B6,N793JB,77,JFK,FLL,137,1069,9,27
2013,4,5,1321,-4,1820,-6,UA,N66057,15,EWR,HNL,630,4963,13,21
2013,12,31,2014,-1,2333,-10,DL,N196DN,427,JFK,LAX,347,2475,20,14
2013,1,10,718,-2,1003,-20,UA,N27239,1724,EWR,PBI,142,1023,7,18
2013,1,29,1742,17,1938,5,EV,N16951,4323,EWR,CVG,100,569,17,42
2013,6,27,1206,7,1350,6,MQ,N725MQ,3404,LGA,RDU,68,431,12,6
2013,7,28,1158,-2,1419,21,EV,N27200,4302,EWR,MCI,165,1092,11,58
2013,3,27,2101,1,2206,-14,MQ,N524MQ,3744,EWR,ORD,102,719,21,1
2013,3,13,925,35,1217,10,B6,N247JB,1061,JFK,AUS,221,1521,9,25
2013,8,10,807,-3,1023,-6,DL,N3732J,27,JFK,ATL,103,760,8,7
2013,8,12,1926,-9,2145,10,EV,N146PQ,5454,EWR,DTW,107,488,19,26
2013,5,21,1212,2,1314,-11,WN,N457WN,149,EWR,MDW,102,711,12,12
2013,12,8,745,5,918,-7,AA,N3EKAA,307,LGA,ORD,137,733,7,45
2013,6,13,1640,55,2119,133,DL,N944DL,1129,LGA,MIA,171,1096,16,40
2013,5,10,823,-2,1015,-11,US,N523UW,487,JFK,CLT,79,541,8,23
2013,3,20,1000,0,1331,-3,DL,N713TW,1765,JFK,SFO,369,2586,10,0
2013,8,4,1257,-2,1515,-19,DL,N915DL,781,LGA,ATL,106,762,12,57
2013,7,25,1324,7,1525,-3,EV,N14174,4304,EWR,MSY,158,1167,13,24
2013,4,23,911,-5,1128,3,EV,N14916,4410,EWR,IND,97,645,9,11
2013,1,7,2253,3,6,-1,B6,N294JB,30,JFK,ROC,54,264,22,53
2013,11,24,955,-4,1209,-32,EV,N27190,4141,EWR,ATL,112,746,9,55
2013,4,8,1325,-5,1608,2,B6,N354JB,127,EWR,MCO,130,937,13,25
2013,6,19,1530,47,1755,43,EV,N12157,4152,EWR,ATL,126,746,15,30
2013,10,27,1657,-3,1932,-13,AA,N619AA,45,JFK,LAS,308,2248,16,57
2013,7,15,2110,11,2218,-2,EV,N14977,3830,EWR,RIC,50,277,21,10
2013,6,25,1335,8,1545,0,F9,N216FR,507,LGA,DEN,209,1620,13,35
2013,11,26,625,-5,906,12,DL,N958DL,575,EWR,ATL,132,746,6,25
2013,2,11,1343,53,1618,58,WN,N930WN,390,LGA,DEN,239,1620,13,43
2013,5,25,1307,67,1554,49,AA,N320AA,3,JFK,LAX,321,2475,13,7
2013,7,21,2100,60,2240,60,MQ,N711MQ,3591,LGA,RDU,71,431,21,0
2013,4,17,1712,-3,1926,-1,EV,N16987,4085,EWR,IND,99,645,17,12
2013,10,11,1840,25,2026,7,DL,N368NW,2331,LGA,DTW,75,502,18,40
2013,7,15,800,-10,1030,10,FL,N943AT,346,LGA,ATL,109,762,8,0
2013,3,27,923,-7,1155,-5,9E,N8905F,4065,LGA,SDF,107,659,9,23
2013,3,18,804,-2,905,-14,B6,N317JB,1172,EWR,BOS,37,200,8,4
2013,8,18,949,-10,1228,-9,B6,N645JB,483,JFK,MCO,129,944,9,49
2013,7,29,2137,45,2329,31,EV,N15912,4536,EWR,CVG,86,569,21,37
2013,5,12,1810,-10,2018,-30,9E,N932XJ,3542,JFK,MSP,143,1029,18,10
2013,3,29,1358,3,1502,-18,WN,N7714B,2444,LGA,MDW,110,725,13,58
2013,7,29,635,-10,848,13,MQ,N5PBMQ,3599,LGA,MSP,159,1020,6,35
2013,11,18,855,-5,1143,-14,B6,N641JB,27,EWR,MCO,134,937,8,55
2013,4,20,1623,-7,1819,-8,EV,N754EV,5189,LGA,RDU,77,431,16,23
2013,11,22,616,1,742,2,WN,N8616C,1794,LGA,MDW,128,725,6,16
2013,12,23,1229,-1,1344,-23,EV,N611QX,5369,LGA,MKE,115,738,12,29
2013,9,10,1638,-7,1748,-32,MQ,N648MQ,3216,JFK,ORF,46,290,16,38
2013,6,9,1304,-1,1426,1,WN,N442WN,165,EWR,BNA,118,748,13,4
2013,8,20,854,4,957,-17,9E,N600LR,3492,JFK,DCA,37,213,8,54
2013,3,15,604,-6,904,-14,B6,N585JB,135,JFK,RSW,150,1074,6,4
2013,5,11,738,-7,842,-10,US,N957UW,1821,LGA,PHL,49,96,7,38
2013,5,26,1721,-14,1920,-17,YV,N928LR,2751,LGA,CLT,77,544,17,21
2013,10,24,1643,8,1959,8,B6,N640JB,1801,JFK,FLL,159,1069,16,43
2013,8,30,2155,160,20,129,DL,N3755D,1629,JFK,LAS,279,2248,21,55
2013,5,28,1329,-1,1603,-16,UA,N35260,1122,EWR,PBI,140,1023,13,29
2013,5,27,1209,-1,1335,-20,MQ,N725MQ,4431,LGA,RDU,63,431,12,9
2013,8,29,749,-2,959,-26,UA,N37267,1289,EWR,LAS,282,2227,7,49
2013,2,12,834,34,1030,19,EV,N14148,4380,EWR,MSP,150,1008,8,34
2013,12,11,1841,11,2104,29,US,N523UW,425,JFK,CLT,119,541,18,41
2013,3,23,557,-3,717,-16,UA,N495UA,304,LGA,ORD,122,733,5,57
2013,6,12,917,2,1153,-12,UA,N27724,1711,EWR,IAH,186,1400,9,17
2013,9,30,1848,18,2019,9,MQ,N504MQ,3134,EWR,ORD,103,719,18,48
2013,12,30,1546,-4,1912,-3,AA,N3AYAA,1410,LGA,MIA,169,1096,15,46
2013,4,2,1654,-6,2007,12,AA,N3KDAA,257,JFK,LAS,327,2248,16,54
2013,1,13,1020,5,1321,-6,UA,N540UA,680,LGA,IAH,224,1416,10,20
2013,12,13,1810,-5,2133,-2,AA,N3AYAA,1611,LGA,MIA,154,1096,18,10
2013,8,3,752,-1,944,-6,US,N197UW,1733,LGA,CLT,78,544,7,52
2013,11,4,814,9,1031,9,EV,N11187,4364,EWR,MCI,167,1092,8,14
2013,6,9,1809,34,1951,36,WN,N255WN,19,EWR,STL,127,872,18,9
2013,8,7,958,-1,1225,-12,B6,N563JB,483,JFK,MCO,123,944,9,58
2013,10,18,2059,-1,28,8,DL,N154DL,427,JFK,LAX,340,2475,20,59
2013,11,16,1543,-2,1651,-14,AA,N3HCAA,256,JFK,BOS,41,187,15,43
2013,3,13,833,-2,1133,-1,B6,N509JB,517,EWR,MCO,154,937,8,33
2013,3,27,1425,-4,1636,-18,FL,N925AT,357,LGA,ATL,111,762,14,25
2013,10,23,1946,11,2304,35,B6,N706JB,225,JFK,TPA,162,1005,19,46
2013,12,18,1659,-1,1843,1,UA,N409UA,689,LGA,ORD,132,733,16,59
2013,2,12,626,-4,736,-13,EV,N14916,4533,EWR,BUF,54,282,6,26
2013,8,12,642,-9,852,-13,UA,N566UA,343,LGA,DEN,208,1620,6,42
2013,10,3,1718,8,1825,-5,UA,N15710,1064,EWR,BOS,48,200,17,18
2013,3,12,1857,87,2201,93,DL,N921DL,1585,LGA,MCO,149,950,18,57
2013,8,16,2036,0,2135,-30,B6,N192JB,686,JFK,ROC,44,264,20,36
2013,12,18,1318,-2,1529,9,MQ,N509MQ,2789,LGA,CLT,87,544,13,18
2013,10,4,2123,-7,2242,2,EV,N12569,4509,EWR,PWM,47,284,21,23
2013,1,28,706,36,909,22,EV,N13914,4419,EWR,IND,105,645,7,6
2013,8,6,1617,2,1740,-25,9E,N905XJ,3400,JFK,MKE,111,745,16,17
2013,11,7,1509,-1,1639,9,MQ,N501MQ,3663,JFK,DCA,55,213,15,9
2013,8,6,1044,-11,1225,-10,MQ,N722MQ,3466,LGA,RDU,66,431,10,44
2013,10,2,759,-11,957,-40,FL,N956AT,346,LGA,ATL,100,762,7,59
2013,7,13,2314,109,128,94,B6,N593JB,97,JFK,DEN,211,1626,23,14
2013,1,27,1649,4,1850,-3,EV,N371CA,4997,EWR,DTW,98,488,16,49
2013,4,16,636,-4,1016,-24,AA,N3DLAA,413,JFK,SJU,189,1598,6,36
2013,1,4,1257,-2,1357,-7,B6,N353JB,1006,JFK,BOS,39,187,12,57
2013,7,2,857,-4,1053,-7,EV,N13994,5810,EWR,CLT,88,529,8,57
2013,11,12,2021,-4,2125,-15,AA,N3FXAA,2314,JFK,BOS,39,187,20,21
2013,5,3,1759,-1,1953,18,WN,N553WN,504,EWR,MDW,117,711,17,59
2013,8,4,625,-5,740,-15,AA,N3DLAA,303,LGA,ORD,110,733,6,25
2013,9,17,1157,-7,1400,-23,UA,N443UA,998,EWR,PHX,280,2133,11,57
2013,1,8,2048,-7,2239,-11,MQ,N739MQ,4573,LGA,DTW,86,502,20,48
2013,1,30,2300,150,23,137,FL,N893AT,354,LGA,CAK,69,397,23,0
2013,8,2,44,45,414,30,B6,N807JB,1503,JFK,SJU,196,1598,0,44
2013,11,9,1808,-7,2025,-14,9E,N931XJ,2923,JFK,MSP,167,1029,18,8
2013,3,1,1148,-2,1327,-18,MQ,N525MQ,4646,LGA,MSP,139,1020,11,48
2013,3,9,1834,5,2141,-6,UA,N27724,1654,EWR,SNA,332,2434,18,34
2013,10,16,1310,-5,1514,1,EV,N755EV,5395,LGA,CMH,79,479,13,10
2013,8,21,1901,0,2141,-32,B6,N228JB,201,JFK,FLL,140,1069,19,1
2013,7,4,1707,-6,1853,-42,UA,N441UA,355,EWR,PHX,265,2133,17,7
2013,1,9,1601,-4,1931,-13,DL,N923DL,1508,JFK,RSW,174,1074,16,1
2013,4,7,1516,-4,1629,-4,EV,N14904,4583,EWR,PWM,49,284,15,16
2013,1,3,1458,-2,1614,-3,EV,N16561,4113,EWR,IAD,47,212,14,58
2013,5,24,958,43,1324,50,DL,N358NW,2379,LGA,FLL,161,1076,9,58
2013,7,26,1448,42,1647,36,EV,N12175,4181,EWR,MCI,159,1092,14,48
2013,7,23,2157,135,2310,130,EV,N13956,4373,EWR,DCA,39,199,21,57
2013,2,20,828,-2,1053,-13,F9,N201FR,835,LGA,DEN,236,1620,8,28
2013,7,7,955,-4,1137,-23,EV,N11193,4328,EWR,CHS,86,628,9,55
2013,11,28,1034,4,1246,-1,DL,N978AT,2343,EWR,ATL,111,746,10,34
2013,8,28,1708,99,1953,67,UA,N57111,1651,EWR,SFO,327,2565,17,8
2013,12,28,729,-1,1202,-18,B6,N510JB,1289,EWR,SJU,193,1608,7,29
2013,6,13,2214,54,230,152,B6,N324JB,619,JFK,JAX,199,828,22,14
2013,7,27,1719,4,1833,-10,EV,N11106,4241,EWR,BUF,47,282,17,19
2013,4,23,1326,-3,1533,29,MQ,N542MQ,4605,LGA,RDU,65,431,13,26
2013,6,4,1300,5,1536,-6,B6,N821JB,141,JFK,PBI,138,1028,13,0
2013,1,22,1805,-5,2021,-43,UA,N409UA,477,EWR,LAS,299,2227,18,5
2013,12,21,1535,95,1827,77,UA,N815UA,374,EWR,RSW,152,1068,15,35
2013,6,27,756,-4,903,-19,UA,N15710,1199,EWR,BOS,38,200,7,56
2013,6,6,1125,20,1218,16,EV,N16170,4404,EWR,PVD,30,160,11,25
2013,12,11,826,1,1026,16,MQ,N814MQ,3363,JFK,RDU,86,427,8,26
2013,4,7,2202,121,5,113,EV,N21197,4536,EWR,CVG,96,569,22,2
2013,1,26,529,-1,808,-21,UA,N444UA,219,LGA,IAH,201,1416,5,29
2013,2,21,1507,2,1642,5,9E,N929XJ,3393,JFK,DCA,54,213,15,7
2013,6,23,652,-3,1028,-33,DL,N641DL,315,JFK,SJU,193,1598,6,52
2013,12,14,1912,12,2236,-8,DL,N706TW,435,JFK,SFO,333,2586,19,12
2013,10,15,2007,-12,2226,-14,EV,N24103,4333,EWR,TUL,183,1215,20,7
2013,7,21,1105,-10,1302,-3,MQ,N721MQ,3281,LGA,CMH,76,479,11,5
2013,3,3,831,-9,928,-29,EV,N26549,4207,EWR,BOS,37,200,8,31
2013,7,2,750,-5,936,-19,MQ,N724MQ,3478,LGA,DTW,84,502,7,50
2013,6,2,1208,-1,1503,-5,UA,N14704,1010,EWR,SNA,333,2434,12,8
2013,12,18,1231,92,1424,71,EV,N758EV,4880,LGA,MEM,143,963,12,31
2013,9,30,1612,-8,1930,-10,AA,N3DWAA,1410,LGA,MIA,148,1096,16,12
2013,10,31,2249,-6,2351,-5,B6,N559JB,718,JFK,BOS,38,187,22,49
2013,3,10,2247,-3,2355,-10,B6,N283JB,30,JFK,ROC,51,264,22,47
2013,11,21,1927,-3,2135,-1,EV,N14952,4370,EWR,CHS,92,628,19,27
2013,12,1,1814,14,2003,8,WN,N758SW,3368,LGA,STL,131,888,18,14
2013,8,20,642,-3,828,-40,US,N550UW,623,JFK,PHX,259,2153,6,42
2013,8,16,1854,-6,2015,-15,US,N751UW,2193,LGA,DCA,43,214,18,54
2013,5,10,1326,-2,1503,-9,EV,N11539,4628,EWR,STL,133,872,13,26
2013,8,20,733,-7,921,7,EV,N15912,4125,EWR,GSO,75,445,7,33
2013,1,12,1018,-3,1335,-7,DL,N949DL,1903,LGA,SRQ,146,1047,10,18
2013,10,18,802,-8,1102,-9,DL,N304DQ,1167,JFK,TPA,148,1005,8,2
